gp_code,gp_name,landuse_cropland_pct,landuse_forest_pct,landuse_water_pct,landuse_builtup_pct
237307,JAMBAWADE,46.05,45.0,3.0,5.95
186277,SUDUMBARE,45.08,45.0,3.0,6.92
186164,SHINDE,62.51,29.21,3.0,5.28
186196,WASULI,63.55,27.79,3.0,5.66
186054,BHAMBOLI,65.15,26.56,3.0,5.29
186194,WARALE,66.2,25.17,3.0,5.63
186159,SAWARDARI,64.0,26.54,3.0,6.46
186126,MHALUNGE,64.31,24.71,3.0,7.98
186108,KHARABWADI,66.47,22.46,3.0,8.07
186060,BIRADWADI,68.35,22.17,3.0,6.48
186152,ROHKAL,69.9,21.25,3.0,5.85
186088,GONAWADI,69.58,22.03,3.0,5.39
186044,AMBETHAN,67.67,23.55,3.0,5.78
186119,KOREGAON KH.,67.54,24.49,3.0,4.97
186064,CHANDUS,69.54,22.99,3.0,4.47
186144,PIMPRI BK.,70.74,21.51,3.0,4.75
186184,WADGAON T. KHED,71.71,21.0,3.0,4.29
186081,DONDE,70.93,21.91,3.0,4.16
186115,KIWLE,68.19,24.49,3.0,4.32
186125,KURKUNDI,66.54,26.2,3.0,4.26
186120,KOREGAON BK.,67.51,24.87,3.0,4.62
186161,SHELU,65.76,26.45,3.0,4.79
186049,AASKHED BK.,65.1,27.49,3.0,4.41
186048,ASKHED KH.,64.29,28.05,3.0,4.66
186075,DHAMANE,63.5,29.23,3.0,4.27
186121,KOYE,64.48,28.34,3.0,4.18
186172,TALAWADE,64.6,28.35,3.0,4.05
186113,KOHINDE BK.,64.83,28.14,3.0,4.03
186085,GARGOTWADI,66.34,26.6,3.0,4.06
186099,KADUS,69.18,23.75,3.0,4.07
186043,AKHARWADI,71.39,21.58,3.0,4.03
186142,PAPALWADI,71.76,21.22,3.0,4.02
186066,CHAS,70.62,22.36,3.0,4.02
186154,SAYGAON,68.28,24.7,3.0,4.02
,,68.85,24.14,3.0,4.01
186107,KANHEWADI BK.,69.89,23.11,3.0,4.0
186131,MOHKAL,69.91,23.08,3.0,4.01
186103,KAMAN,70.75,22.24,3.0,4.01
185309,KURWANDI,71.92,21.08,3.0,4.0
186098,KADADHE,68.77,24.23,3.0,4.0
,,67.13,25.87,3.0,4.0
186180,WETALE,66.73,26.26,3.0,4.01
259681,KOYALI TARF WADA,64.69,28.31,3.0,4.0
186153,SABURDI,64.64,28.35,3.0,4.01
273769,DAREKWADI,65.23,27.77,3.0,4.0
186155,SAKURDI,62.35,30.65,3.0,4.0
186170,SURKUNDI,61.73,31.27,3.0,4.0
186068,CHIKHALGAON,60.23,32.77,3.0,4.0
186101,KALMODI,58.35,34.65,3.0,4.0
186199,YENIYE KH.,58.92,34.08,3.0,4.0
186074,DEVOSHI,60.12,32.88,3.0,4.0
186050,AVDAR,58.3,34.7,3.0,4.0
186188,WAJVANE,60.91,32.09,3.0,4.0
186195,WASHIRE,62.08,30.91,3.0,4.01
,,63.16,29.79,3.0,4.05
186042,AHIRE,59.64,33.33,3.0,4.03
186092,HEDRUJ,59.74,33.25,3.0,4.01
186041,ADGAON,55.63,37.37,3.0,4.0
186141,PALU,57.54,35.45,3.0,4.01
186176,TORANE BK.,58.05,34.92,3.0,4.03
186073,DESHMUKHWADI,55.34,37.64,3.0,4.02
186047,ANAWALE,56.05,36.94,3.0,4.01
186173,TEKWADI,54.46,38.53,3.0,4.01
186117,KOLIYE,52.93,40.06,3.0,4.01
186186,WAGHU,53.1,39.9,3.0,4.0
186169,SUPE,54.02,38.98,3.0,4.0
186051,AWANDHE,52.6,40.4,3.0,4.0
186123,KUDE KH.,56.93,36.07,3.0,4.0
186122,KUDE BK.,55.22,37.78,3.0,4.0
186198,YENIYE BK.,57.25,35.75,3.0,4.0
186086,GHOTAWADI,52.91,40.09,3.0,4.0
186076,DHAMANGOAN KH.,53.31,39.69,3.0,4.0
186162,SHENDURLI,54.46,38.54,3.0,4.0
186080,DHUVOLI,54.07,38.93,3.0,4.0
186166,SHIRGAON,52.99,40.01,3.0,4.0
186134,NAYPHAD,56.68,36.32,3.0,4.0
186114,KHAROSHI,58.28,34.72,3.0,4.0
186078,DEHANE,55.91,37.09,3.0,4.0
186082,EKLAHARE,56.62,36.38,3.0,4.0
186089,GOREGAON,59.94,33.06,3.0,4.0
186174,TIFANWADI,62.66,30.34,3.0,4.0
186192,WALAD,62.05,30.95,3.0,4.0
186052,AWHAT,60.15,32.85,3.0,4.0
185339,POKHARI,58.95,34.05,3.0,4.0
185293,GORHE KH.,60.62,32.38,3.0,4.0
185292,GORHE BK.,62.88,30.12,3.0,4.0
185285,DIMBE KH.,63.07,29.93,3.0,4.0
185307,KOLTAWADE,61.42,31.58,3.0,4.0
185284,DIMBE BK.,62.75,30.25,3.0,4.0
185264,AMBEGAON GAVTHAN,62.34,30.66,3.0,4.0
185341,RAJEWADI,60.27,32.73,3.0,4.0
185298,KALAMB,59.48,33.52,3.0,4.0
185294,JAMBHORI,56.34,36.66,3.0,4.0
185277,CHIKHALI,56.08,36.92,3.0,4.0
185352,TALEGHAR,53.82,39.18,3.0,4.0
185332,PHALODE GROUP,53.38,39.62,3.0,4.0
185310,KUSHIRE BK.,56.57,36.43,3.0,4.0
185266,ASANE,56.99,36.01,3.0,4.0
185359,TIRPAD,53.12,39.88,3.0,4.0
185946,HATVIJ,55.12,37.88,3.0,4.0
185919,BHIVADE BK.,57.72,35.28,3.0,4.0
185920,BHIVADE KH.,58.0,35.0,3.0,4.0
185907,AMBE,58.43,34.57,3.0,4.0
185951,INGALUN,60.41,32.59,3.0,4.0
185909,AMBOLI,59.87,33.13,3.0,4.0
186026,UTCHIL,61.8,31.2,3.0,4.0
185999,PUR,62.14,30.86,3.0,4.0
186016,SONAVALE,62.45,30.55,3.0,4.0
185938,GHANGALDARE,63.38,29.62,3.0,4.0
186017,SUKALVEDHE,61.3,31.7,3.0,4.0
185317,MALIN,59.0,34.0,3.0,4.0
185327,PANCHALE BK.,59.98,33.02,3.0,4.0
185272,BHORGHAR,63.02,29.98,3.0,4.0
185929,DATKHILWADI,67.37,25.63,3.0,4.0
186021,TAMBE,65.98,27.02,3.0,4.0
185949,HIVARE T. MINHER,64.6,28.4,3.0,4.0
186009,SHINDE,64.68,28.32,3.0,4.0
186002,RALEGAN,65.87,27.13,3.0,4.0
186037,VANEWADI,64.89,28.11,3.0,4.0
185932,DHALEWADI T. MINHER,63.68,29.32,3.0,4.0
185926,CHAVAND,64.38,28.62,3.0,4.0
186000,RAJOR,67.84,25.16,3.0,4.0
186024,TEJUR,67.04,25.96,3.0,4.0
186019,SURALE,67.36,25.64,3.0,4.0
185911,APTALE,66.13,26.87,3.0,4.0
185924,BOTARDE,67.47,25.53,3.0,4.0
185984,NIRGUDE,69.92,23.08,3.0,4.0
185962,KHANGAON,68.39,24.61,3.0,4.0
185959,KHAMGAON,70.0,23.0,3.0,4.0
185975,MANIK DOH,69.46,23.54,3.0,4.0
185996,PIMPALGON,72.23,20.77,3.0,4.0
185987,PADALI,71.97,21.03,3.0,4.0
186015,SOMATWADI,71.45,21.55,3.0,4.0
185970,KUSUR,71.51,21.49,3.0,4.0
,,71.4,21.6,3.0,4.0
185918,BELSAR,68.92,24.08,3.0,4.0
186040,YENERE,69.33,23.67,3.0,4.0
185954,KALE,68.22,24.78,3.0,4.0
185925,BUCHAKEWADI,68.97,24.03,3.0,4.0
185991,PARUNDE,70.5,22.5,3.0,4.0
185957,KATEDE,70.84,22.16,3.0,4.0
185928,CHINCHOLI,71.8,21.2,3.0,4.0
185265,AMBODI,70.08,22.92,3.0,4.0
185306,KOLDARA GONWADI,70.82,22.18,3.0,4.0
185287,GANGAPUR KH.,67.65,25.35,3.0,4.0
185300,KANSE,65.97,27.03,3.0,4.0
185335,PHULAWADE,64.8,28.2,3.0,4.0
185316,MAHALUNGE T. GHODA,64.37,28.63,3.0,4.0
185350,SUPEDHAR,64.58,28.42,3.0,4.0
185348,SHINOLI,66.31,26.69,3.0,4.0
185288,GANGAPUR BK.,67.96,25.04,3.0,4.0
185263,AMBEDARA,66.89,26.11,3.0,4.0
185333,PHALADEWADI / UGALEWADI,65.24,27.76,3.0,4.0
186182,WADA,64.27,28.73,3.0,4.0
185353,TALEKARWADI,67.73,25.27,3.0,4.0
185282,DHAKALE,67.76,25.24,3.0,4.0
185345,SAL BABHULWADI,68.39,24.61,3.0,4.0
185336,PIMPALGAON T. GHODA,68.2,24.8,3.0,4.0
185283,DHONDMALA SHINDEWADI,70.07,22.93,3.0,4.0
185299,KALEWADI DAREKARWADI,69.62,23.38,3.0,4.0
185279,CHINCHOLI,71.85,21.15,3.0,4.0
185290,GHODEGAON,71.66,21.34,3.0,4.0
185308,KOLAWADI KOTAMDARA,70.59,22.41,3.0,4.0
185312,PINGALEWADI LANDEWADI,72.65,20.35,3.0,4.0
185278,CHINCHODI,73.83,19.17,3.0,4.0
298895,Walunjwadi,74.98,18.02,3.0,4.0
185360,WADGAON KASHIMBEG,75.34,17.66,3.0,4.0
185276,CHAS,73.83,19.17,3.0,4.0
185323,NARODI,73.4,19.6,3.0,4.0
185291,GIRWALI,72.14,20.86,3.0,4.0
185963,KHILARWADI,73.59,19.41,3.0,4.0
186008,SAVARGAON,74.56,18.44,3.0,4.0
185315,MAHALUNGE PADWAL,74.73,18.27,3.0,4.0
185351,TAKEWADI,76.32,16.68,3.0,4.0
185943,GUNJALWADI,76.29,16.71,3.0,4.0
186038,VARULWADI,77.27,15.73,3.0,4.0
185298,KALAMB,77.12,15.88,3.0,4.0
185322,NANDUR,76.12,16.88,3.0,4.0
185364,VITTHALWADI,76.07,16.93,3.0,4.0
185344,SAKORE,75.37,17.63,3.0,4.0
185318,MANCHAR,76.65,16.35,3.0,4.0
185286,EKLAHARE,76.67,16.33,3.0,4.0
185275,CHANDOLI KH.,77.55,15.45,3.0,4.0
185303,KHADAKI,78.0,15.0,3.0,4.0
185274,CHANDOLI BK.,77.81,15.19,3.0,4.0
185295,JADHAVWADI,78.0,15.0,3.0,4.0
185357,THORANDALE,78.0,15.0,3.0,4.0
185270,BHARADI,78.0,15.0,3.0,4.0
185321,NAGAPUR,78.0,15.0,3.0,4.0
185347,SHINGAVE,78.0,15.0,3.0,4.0
185362,WALATI,78.0,15.0,3.0,4.0
185342,RANJANI,78.0,15.0,3.0,4.0
185964,KHODAD,78.0,15.0,3.0,4.0
186018,SULTANPUR,78.0,15.0,3.0,4.0
186013,SHIROLI T. ALE,78.0,15.0,3.0,4.0
185922,BORI KH.,78.0,15.0,3.0,4.0
186033,VADGAONKANDALI,78.0,15.0,3.0,4.0
185976,MANJARWADI,78.0,15.0,3.0,4.0
185313,LOUKI,77.84,15.16,3.0,4.0
185950,HIVRE T. NARAYANGAON,78.0,15.0,3.0,4.0
185978,NARAYANGAON,77.74,15.26,3.0,4.0
186039,YEDGAON,78.0,15.0,3.0,4.0
185921,BHORWADI,78.0,15.0,3.0,4.0
185956,KANDALI,78.0,15.0,3.0,4.0
185995,PIMPALWANDI,78.0,15.0,3.0,4.0
186036,VADGAON ANAND,78.0,15.0,3.0,4.0
185998,PIMPARIPENDHAR,78.0,15.0,3.0,4.0
185960,KHAMUNDI,78.0,15.0,3.0,4.0
185937,DUMBARWADI,78.0,15.0,3.0,4.0
185955,KALWADI,78.0,15.0,3.0,4.0
186028,UMBRAJ NO.1,77.95,15.05,3.0,4.0
185947,HIVRE BK.,77.6,15.4,3.0,4.0
185935,DHOLWAD,77.83,15.17,3.0,4.0
186025,TIKEKARWADI,77.43,15.57,3.0,4.0
185948,HIVARE KH.,77.1,15.9,3.0,4.0
185979,NETVAD,76.57,16.43,3.0,4.0
186023,TEJEWADI,76.42,16.58,3.0,4.0
186011,SHIROLI KH.,75.7,17.3,3.0,4.0
186012,SHIROLI BK.,75.57,17.43,3.0,4.0
237305,VIGNHAHARNAGAR,76.93,16.07,3.0,4.0
185986,OZHARJUNE,77.29,15.71,3.0,4.0
185934,DHANGARWADI,77.24,15.76,3.0,4.0
185912,ARVI,76.56,16.44,3.0,4.0
185993,PIMPALGAON T.NARAYANGAON,75.68,17.32,3.0,4.0
185969,KURAN,75.8,17.2,3.0,4.0
185931,DHALEWADI HAVELI,76.6,16.4,3.0,4.0
185961,KHANAPUR,74.36,18.64,3.0,4.0
186034,VADGAONSAHANI,74.94,18.06,3.0,4.0
185916,BASTI,74.23,18.77,3.0,4.0
185980,NIMGAON T. MHA,73.54,19.46,3.0,4.0
185981,NIMDARI,73.09,19.91,3.0,4.0
186032,VADAJ,72.43,20.57,3.0,4.0
185933,DHAMNKHEL,73.1,19.9,3.0,4.0
,,73.27,19.73,3.0,4.0
185901,AGAR,73.12,19.88,3.0,4.0
185901,AGAR,74.12,18.88,3.0,4.0
185968,KUMSHET,74.9,18.1,3.0,4.0
,,74.15,18.85,3.0,4.0
185941,GOLEGAON,74.13,18.87,3.0,4.0
185904,ALDARE,73.19,19.81,3.0,4.0
185906,ALME,73.57,19.43,3.0,4.0
185914,BALLALWADI,75.28,17.72,3.0,4.0
,,73.42,19.58,3.0,4.0
185967,KOPARE,73.66,19.34,3.0,4.0
,,74.0,19.0,3.0,4.0
185994,PIMPALGAON JOGA,75.73,17.27,3.0,4.0
185973,MANDAVE,75.84,17.16,3.0,4.0
185927,CHILHEWADI,77.37,15.63,3.0,4.0
185902,AHINAVEWADI,77.56,15.44,3.0,4.0
186027,UDAPUR,76.72,16.28,3.0,4.0
185972,MANDARNE,77.05,15.95,3.0,4.0
185936,DINGORE,75.73,17.27,3.0,4.0
185985,OTUR,77.92,15.08,3.0,4.0
186004,ROHKADI,77.99,15.01,3.0,4.0
185908,AMBEGHAVAN,77.97,15.03,3.0,4.0
186006,SAGNORE,70.98,22.02,3.0,4.0
185965,KHUBI,68.49,24.51,3.0,4.0
185990,PARGOAN T. MADH,68.67,24.33,3.0,4.0
185971,MADH,70.64,22.36,3.0,4.0
185988,PANGRI T. MADH,71.5,21.5,3.0,4.0
185940,GODRE,71.67,21.33,3.0,4.0
185945,HADSAR,68.33,24.67,3.0,4.0
186014,SITEWADI,69.17,23.83,3.0,4.0
186031,UNDEKHADAK,66.62,26.38,3.0,4.0
185961,KHANAPUR,65.38,27.62,3.0,4.0
237304,KHIRE,64.63,28.37,3.0,4.0
185958,KEWADI,65.22,27.78,3.0,4.0
185983,NIMGIRI,65.81,27.19,3.0,4.0
186020,TALERAN,66.25,26.75,3.0,4.0
185930,DEVALE,63.44,29.56,3.0,4.0
185903,ANJNAVALE,61.11,31.89,3.0,4.0
185953,JALVANDI,62.88,30.12,3.0,4.0
185939,GHATGHAR,59.46,33.54,3.0,4.0
185992,PEMDARAWADI,78.0,15.0,3.0,4.0
185910,ANE,78.0,15.0,3.0,4.0
186010,SHINDEWADI,78.0,15.0,3.0,4.0
185977,NALAVANE,78.0,15.0,3.0,4.0
185905,ALE,78.0,15.0,3.0,4.0
,,78.0,15.0,3.0,4.0
185966,KOLWADI,78.0,15.0,3.0,4.0
185923,BORI BK.,78.0,15.0,3.0,4.0
186001,RAJURI,78.0,15.0,3.0,4.0
185944,GUNJALWADI BELHE,78.0,15.0,3.0,4.0
186030,UNCHKHADAKWADI,78.0,15.0,3.0,4.0
185915,BANGARWADI,78.0,15.0,3.0,4.0
185942,GULUNCHWADI,78.0,15.0,3.0,4.0
299369,Zapwadi,78.0,15.0,3.0,4.0
186003,RANMALA,78.0,15.0,3.0,4.0
186005,SAKORI T. BELHA,78.0,15.0,3.0,4.0
185917,BELHE,78.0,15.0,3.0,4.0
186022,TAMBEWADI,78.0,15.0,3.0,4.0
185952,JADHAVWADI,78.0,15.0,3.0,4.0
185982,NIMGAON SAVA,78.0,15.0,3.0,4.0
185989,PARGOAN T. ALE,78.0,15.0,3.0,4.0
185913,AURANGPUR,78.0,15.0,3.0,4.0
185269,BHAGADI,78.0,15.0,3.0,4.0
185997,PIMPRI KAVAL,78.0,15.0,3.0,4.0
185974,MANGALUR,78.0,15.0,3.0,4.0
185810,CHANDGAON,87.86,3.0,5.14,4.0
185647,KHANOTA,90.0,3.0,3.0,4.0
185666,NAYGAON,90.0,3.0,3.0,4.0
185693,VATLUJ,90.0,3.0,3.0,4.0
185659,MALTHAN,90.0,3.0,3.0,4.0
185637,HINGANIBERDI,90.0,3.0,3.0,4.0
185681,SHIRAPUR,90.0,3.0,3.0,4.0
185673,PEDGAON,90.0,3.0,3.0,4.0
185689,VADGAON DAREKAR,90.0,3.0,3.0,4.0
185628,DEULGAONRAJE,90.0,3.0,3.0,4.0
185616,ALEGAON,90.0,3.0,3.0,4.0
185616,ALEGAON,90.0,3.0,3.0,4.0
,,90.0,3.0,3.0,4.0
185650,KHORODI,90.0,3.0,3.0,4.0
185656,LINGALI,90.0,3.0,3.0,4.0
185658,MALADPATAS,90.0,3.0,3.0,4.0
185620,BORIBEL,90.0,3.0,3.0,4.0
185661,NANDADEVI,90.0,3.0,3.0,4.0
185678,RAVANGAON,90.0,3.0,3.0,4.0
185442,SHIRSUPHAL,90.0,3.0,3.0,4.0
185381,GADIKHEL,90.0,3.0,3.0,4.0
185433,PARWADI,90.0,3.0,3.0,4.0
185882,SHETPHALGADHE,90.0,3.0,3.0,4.0
185866,PIMPALE,90.0,3.0,3.0,4.0
185427,NIMBODI,90.0,3.0,3.0,4.0
185645,KHADAKI,90.0,3.0,3.0,4.0
185657,LONARWADI,90.0,3.0,3.0,4.0
185623,CHINCHOLI,90.0,3.0,3.0,4.0
185804,BHIGWAN,90.0,3.0,3.0,4.0
,,90.0,3.0,3.0,4.0
185677,RAJEGAON,90.0,3.0,3.0,4.0
185816,DIKASAL,90.0,3.0,3.0,4.0
185887,TAKRARWADI,90.0,3.0,3.0,4.0
,,90.0,3.0,3.0,4.0
185850,MADANWADI,90.0,3.0,3.0,4.0
185843,KUMBHARGOAN,90.0,3.0,3.0,4.0
185799,BHADALWADI,90.0,3.0,3.0,4.0
185871,PONDWADI,90.0,3.0,3.0,4.0
185792,AKOLE,90.0,3.0,3.0,4.0
185834,KALAS,90.0,3.0,3.0,4.0
185884,SHINDEWADI,90.0,3.0,3.0,4.0
185841,KAZAD,90.0,3.0,3.0,4.0
185857,NIMBODI,90.0,3.0,3.0,4.0
185845,LAKADI,90.0,3.0,3.0,4.0
185860,NIRGUDE,90.0,3.0,3.0,4.0
185853,MHASOBAWADI,90.0,3.0,3.0,4.0
185440,SAVAL,90.0,3.0,3.0,4.0
185386,JAINAKWADI,90.0,3.0,3.0,4.0
185403,KATPHAL,90.0,3.0,3.0,4.0
185383,GOJUBABI,90.0,3.0,3.0,4.0
,,90.0,3.0,3.0,4.0
185456,VANJARWADI,90.0,3.0,3.0,4.0
,,90.0,3.0,3.0,4.0
,,90.0,3.0,3.0,4.0
185436,PIMPALI,90.0,3.0,3.0,4.0
185393,KANHERI,90.0,3.0,3.0,4.0
185397,KATEWADI,90.0,3.0,3.0,4.0
185377,DHEKALWADI,90.0,3.0,3.0,4.0
185891,TAWSHI,90.0,3.0,3.0,4.0
185446,SONGAON,90.0,3.0,3.0,4.0
185460,ZARGADWADI,90.0,3.0,3.0,4.0
185379,DORLEWADI,90.0,3.0,3.0,4.0
185384,GUNWADI,90.0,3.0,3.0,4.0
185429,NIRAVAGAJ,90.0,3.0,3.0,4.0
185420,MEKHALI,90.0,3.0,3.0,4.0
185382,GHADAGEWADI,90.0,3.0,3.0,4.0
185844,KURAVALI,90.0,3.0,3.0,4.0
185828,JAMB,90.0,3.0,3.0,4.0
185852,MANKARWADI,90.0,3.0,3.0,4.0
185893,UDHAT,90.0,3.0,3.0,4.0
,,90.0,3.0,3.0,4.0
185865,PAWARWADI,90.0,3.0,3.0,4.0
259679,SAPKALWADI,90.0,3.0,3.0,4.0
185876,SANSAR,90.0,3.0,3.0,4.0
185826,JACHAKVASTI,90.0,3.0,3.0,4.0
185798,BELAWADI,90.0,3.0,3.0,4.0
185892,THORATWADI,90.0,3.0,3.0,4.0
185847,LASURNE,90.0,3.0,3.0,4.0
185808,BORI,90.0,3.0,3.0,4.0
,,90.0,3.0,3.0,4.0
185801,BHARANEWADI,90.0,3.0,3.0,4.0
,,90.0,3.0,3.0,4.0
185872,RANGOAN,90.0,3.0,3.0,4.0
185870,PITHEWADI,90.0,3.0,3.0,4.0
185811,CHIKHALI,90.0,3.0,3.0,4.0
185833,KALAMB,90.0,3.0,3.0,4.0
185858,NIMSAKHAR,90.0,3.0,3.0,4.0
185859,NIRWANGI,90.0,3.0,3.0,4.0
185878,SARAPHWADI,90.0,3.0,3.0,4.0
185869,PITAKESHWAR,90.0,3.0,3.0,4.0
185820,GHORPADWADI,90.0,3.0,3.0,4.0
185823,GOTANDI,90.0,3.0,3.0,4.0
185831,KACHARWADI N.K.,88.76,3.0,4.24,4.0
185898,VYAHALI,88.95,3.0,4.05,4.0
185881,SHELGOAN,90.0,3.0,3.0,4.0
185824,HAGARWADI,90.0,3.0,3.0,4.0
185885,SHIRSATWADI,90.0,3.0,3.0,4.0
185793,ATHURNE,90.0,3.0,3.0,4.0
185832,KADBANWADI,90.0,3.0,3.0,4.0
185875,RUI,90.0,3.0,3.0,4.0
185814,DALAJ NO.1,90.0,3.0,3.0,4.0
185815,DALAJ NO.3,90.0,3.0,3.0,4.0
185863,PALASDEV,90.0,3.0,3.0,4.0
185848,LONI DEVKAR,87.58,3.0,5.42,4.0
185855,NHAVI,88.77,3.0,4.23,4.0
185892,THORATWADI,90.0,3.0,3.0,4.0
185840,KOUTHALI,86.76,3.0,6.24,4.0
185806,BIJWADI,80.94,3.0,12.06,4.0
185796,BALPUDI,85.77,3.0,7.23,4.0
185803,BHAWADI,87.42,3.0,5.58,4.0
185790,AGOTI NO.2,85.65,3.0,7.35,4.0
185896,WARKUTE BK.,84.31,3.0,8.69,4.0
299397,Karewadi,81.39,3.0,11.61,4.0
185836,KALTHAN NO.1,77.42,3.0,15.58,4.0
185789,AGOTI NO.1,83.88,3.0,9.12,4.0
185835,KALASHI,80.73,3.0,12.27,4.0
185819,GANJEVALAN,82.76,3.0,10.24,4.0
185837,KALTHAN NO.2,73.72,3.0,19.28,4.0
185817,GALANDWADI NO.1,72.53,3.0,20.47,4.0
,,75.03,3.0,17.97,4.0
185889,TARANGWADI,79.18,3.0,13.82,4.0
185856,NIMGAON KETAKI,87.35,3.0,5.65,4.0
185897,WARKUTE KH.,87.61,3.0,5.39,4.0
261946,GAKHOLI,82.59,3.0,10.41,4.0
185900,ZHAGADEWADI,84.18,3.0,8.82,4.0
185839,KATI,88.89,3.0,4.11,4.0
185873,REDA,90.0,3.0,3.0,4.0
185883,SHETPHAL HAVELI,88.11,3.0,4.89,4.0
185886,SURWAD,87.88,3.0,5.12,4.0
185864,PANDHARWADI,85.71,3.0,7.29,4.0
185899,WADAPURI,84.13,3.0,8.87,4.0
185794,AWSARI GROUP,83.69,3.0,9.31,4.0
185800,BHANDGAON,87.07,3.0,5.93,4.0
185795,BABHULGAON,81.45,3.0,11.55,4.0
185802,BHATNIMGAON,84.28,3.0,8.72,4.0
185818,GALANDWADI NO.2,77.41,3.0,15.59,4.0
185877,SARDEWADI,74.91,3.0,18.09,4.0
185825,HINGANGAON,79.47,3.0,13.53,4.0
185880,SHAHA,74.9,3.0,18.1,4.0
185838,KANDALGAON,81.82,3.0,11.18,4.0
185890,TARATGAON,82.45,3.0,10.55,4.0
,,77.8,3.0,15.2,4.0
185791,AJOTI,72.31,3.0,20.69,4.0
185851,MALWADI,70.18,3.0,22.82,4.0
185868,PIMPRI KH.,71.3,3.0,21.7,4.0
185862,PADASATHAL,74.38,3.0,18.62,4.0
185854,NARSINHPUR,90.0,3.0,3.0,4.0
185821,GIRWI,90.0,3.0,3.0,4.0
185888,TANNU,90.0,3.0,3.0,4.0
185867,PIMPARI BK.,90.0,3.0,3.0,4.0
185822,GONDI,90.0,3.0,3.0,4.0
185822,GONDI,90.0,3.0,3.0,4.0
185849,LUMEWADI,90.0,3.0,3.0,4.0
185861,NIRNIMGAON,90.0,3.0,3.0,4.0
185879,SARATI,90.0,3.0,3.0,4.0
185830,KACHARWADI BAWADA,90.0,3.0,3.0,4.0
185797,BAWADA,90.0,3.0,3.0,4.0
185894,WAKILWASTI,88.37,3.0,4.63,4.0
185894,WAKILWASTI,88.75,3.0,4.25,4.0
185805,BHODANI,90.0,3.0,3.0,4.0
185846,LAKHEWADI,90.0,3.0,3.0,4.0
185870,PITHEWADI,90.0,3.0,3.0,4.0
185809,CHAKATI,90.0,3.0,3.0,4.0
185874,REDANI,90.0,3.0,3.0,4.0
185842,KHOROCHI,90.0,3.0,3.0,4.0
185807,BORATWADI,90.0,3.0,3.0,4.0
