gp_code,gp_name,elevation_mean,elevation_std,elevation_min,elevation_max,slope_mean
186093,HOLEWADI,666.1,32.0,608.6,733.2,3.89
186109,KHARPUDI KH.,661.4,31.4,604.8,727.4,3.79
186190,WAKI BK.,672.6,32.7,613.8,741.3,4.04
186191,WAKI KH.,674.9,33.0,615.6,744.1,4.1
,,676.2,33.1,616.6,745.7,4.13
186102,KALUS,651.0,30.3,596.6,714.6,3.55
186137,NIMGAON,642.1,29.2,589.4,703.4,3.36
186072,DAWADI,629.4,27.8,579.4,687.8,3.09
186070,CHINCHOSHI,617.1,26.4,569.6,672.6,2.83
186100,KANHERSAR,619.0,26.6,571.1,674.9,2.87
186090,GOSASI,628.3,27.7,578.5,686.4,3.06
186179,WARUDE,616.7,26.4,569.2,672.0,2.82
186145,PUR,611.5,25.8,565.1,665.6,2.72
,,605.5,25.1,560.3,658.2,2.6
,,598.7,24.3,554.9,649.8,2.47
186543,PABAL,602.7,24.8,558.1,654.7,2.55
,,602.9,24.8,558.2,654.9,2.55
185361,WADGAON PIR,590.4,23.4,548.3,639.5,2.32
,,593.7,23.7,550.9,643.5,2.38
,,601.6,24.6,557.2,653.3,2.53
186523,KENDUR,605.9,25.1,560.7,658.7,2.61
186545,PIMPALE JAGTAP,604.1,24.9,559.2,656.4,2.58
186573,WAJEWADI,605.0,25.0,560.0,657.6,2.59
186515,KARANDI,598.8,24.3,555.0,649.9,2.47
186058,BAHUL,615.4,26.2,568.3,670.5,2.8
186163,SIDDHEGAVHAN,615.8,26.3,568.5,670.9,2.81
186488,APTI,618.2,26.5,570.4,673.9,2.86
185775,TULAPUR,627.1,27.5,577.5,685.0,3.04
185757,PHULGAON,620.2,26.8,572.0,676.4,2.9
185784,VADHU KH.,612.4,25.9,565.9,666.8,2.74
186571,WADHU BK.,606.1,25.2,560.8,658.9,2.61
186529,KOREGAON BHIMA,600.6,24.5,556.4,652.1,2.51
186502,DIGRAJWADI*,595.7,24.0,552.6,646.1,2.42
185713,DONGARGAON,604.6,25.0,559.6,657.0,2.58
185755,PERANE,610.1,25.6,564.0,663.9,2.69
185705,BAKORI,616.9,26.4,569.4,672.3,2.83
185781,WADEBOLHAI,620.1,26.7,572.0,676.3,2.89
185756,PETH,627.5,27.6,577.8,685.4,3.05
185751,NAYGAON,629.6,27.8,579.5,688.0,3.09
185774,THEUR,644.3,29.5,591.3,706.3,3.41
185733,KOLVADI SASHTE,634.5,28.4,583.4,694.1,3.19
237299,JAMBHULWADI / KOLEWADI,653.7,30.6,598.7,717.9,3.61
185747,MANJARI KH.,663.5,31.7,606.5,730.0,3.83
185703,AVHALWADI,653.0,30.5,598.1,717.0,3.6
,,657.0,30.9,601.3,721.9,3.69
185785,WAGHOLI,641.8,29.2,589.2,703.1,3.35
185726,KESNAND,635.3,28.5,584.1,695.1,3.21
185741,LONIKAND,622.6,27.0,574.0,679.4,2.95
185706,BHAVADI,636.1,28.6,584.7,696.1,3.23
185746,MANJARI BK.,684.4,34.0,623.2,755.9,4.32
,,676.1,33.1,616.5,745.6,4.13
,,689.0,34.6,626.8,761.6,4.43
,,712.5,37.2,645.5,790.6,5.01
,,695.4,35.3,631.9,769.5,4.59
,,682.3,33.8,621.5,753.3,4.27
,,685.7,34.2,624.2,757.5,4.35
,,679.3,33.5,619.1,749.5,4.2
,,676.0,33.1,616.5,745.5,4.12
,,673.2,32.8,614.2,741.9,4.06
186065,CHARHOLI KH.,656.3,30.8,600.7,721.0,3.67
,,665.9,31.9,608.4,733.0,3.89
185754,NIRGUDI,651.7,30.3,597.1,715.4,3.57
185782,VADGAON-SHINDE,647.6,29.9,593.9,710.3,3.48
186087,GOLEGAON,639.6,28.9,587.4,700.3,3.3
186128,MARKAL,633.5,28.3,582.6,692.8,3.17
186168,SOLU,644.7,29.5,591.6,706.8,3.41
186077,DHANORE,652.3,30.4,597.6,716.1,3.58
186183,WADGAON GHENAND,645.4,29.6,592.1,707.6,3.43
186118,KOYALI T. CHAKAN,629.9,27.9,579.7,688.4,3.1
237306,PIMPALGAON T. KHED,631.2,28.0,580.8,690.1,3.12
186160,SHELGAON,643.0,29.3,590.1,704.6,3.38
186057,BHOSE,653.7,30.6,598.7,717.9,3.61
186149,RASE,664.2,31.7,607.1,730.9,3.85
,,661.8,31.5,605.2,727.9,3.8
186105,KELGAON,669.0,32.3,610.9,736.8,3.96
186069,CHIMBALI,679.6,33.5,619.3,749.9,4.21
186129,MEDANKARWADI,680.5,33.6,620.0,751.0,4.23
186097,KADACHIWADI,671.6,32.6,613.0,740.0,4.02
186135,NANEKARWADI,688.6,34.5,626.5,761.1,4.42
186124,KURULI,691.8,34.9,629.0,765.0,4.5
186132,MOI,705.0,36.4,639.5,781.3,4.83
186136,NIGHOJE,711.9,37.1,645.0,789.9,5.0
186112,KHALUMBRE,737.0,40.0,665.0,821.0,5.65
186276,SUDVADI,759.6,42.6,683.0,848.9,6.25
186197,YELWADI,752.6,41.8,677.4,840.3,6.06
186157,SANGURDI,760.1,42.6,683.4,849.5,6.27
,,750.8,41.6,676.0,838.1,6.01
,,734.8,39.7,663.3,818.3,5.59
,,728.3,39.0,658.1,810.3,5.42
,,739.2,40.2,666.8,823.8,5.71
,,747.9,41.2,673.7,834.5,5.94
,,758.5,42.4,682.1,847.6,6.22
,,740.5,40.4,667.8,825.3,5.74
,,729.7,39.2,659.2,811.9,5.45
,,719.5,38.0,651.1,799.4,5.19
,,712.5,37.2,645.5,790.6,5.01
,,696.5,35.4,632.8,770.8,4.62
,,686.8,34.3,625.0,758.8,4.38
,,703.1,36.1,638.0,779.0,4.78
,,722.0,38.3,653.1,802.4,5.26
185696,AHIRE,731.3,39.3,660.4,813.9,5.5
,,733.4,39.6,662.1,816.5,5.55
,,707.5,36.6,641.5,784.4,4.89
,,777.0,44.5,696.8,870.5,6.73
,,762.2,42.8,685.0,852.1,6.32
185696,AHIRE,764.3,43.1,686.7,854.7,6.38
186307,BAWDHAN BK.,797.7,46.9,713.3,896.1,7.32
,,796.9,46.8,712.7,895.1,7.3
186313,BHUGAON,819.8,49.4,730.9,923.4,7.96
186379,SUS,789.8,46.0,707.0,886.3,7.09
,,781.7,45.1,700.6,876.3,6.86
186350,MAHALUNGE,779.0,44.8,698.5,873.0,6.79
,,760.1,42.6,683.4,849.6,6.27
,,747.1,41.1,673.1,833.5,5.92
,,738.8,40.2,666.4,823.2,5.69
,,747.7,41.2,673.6,834.3,5.93
,,762.2,42.8,685.1,852.2,6.32
,,762.3,42.9,685.2,852.3,6.33
186356,MARUNJI,789.3,45.9,706.6,885.7,7.08
,,808.9,48.1,722.2,910.0,7.64
186353,MAN,812.5,48.6,725.1,914.5,7.75
186329,HINJAWADI,782.4,45.1,701.2,877.2,6.89
186363,NANDE,805.7,47.8,719.7,906.0,7.55
186348,LAVALE,829.4,50.5,738.6,935.4,8.25
186360,MULKHED,838.6,51.5,745.9,946.8,8.53
186318,CHANDE,824.0,49.9,734.3,928.7,8.09
186327,GHOTAWADE,854.0,53.3,758.1,965.8,9.0
186311,BHARE,859.4,53.9,762.4,972.5,9.16
186334,KASARAMBOLI,882.1,56.4,780.5,1000.7,9.87
186299,AMBADVET,890.0,57.3,786.8,1010.4,10.12
186322,DARAWALI,901.6,58.6,796.0,1024.7,10.5
,,880.7,56.3,779.4,998.9,9.83
186359,MUGAWADE,889.0,57.2,786.0,1009.1,10.09
186374,RIHE,867.1,54.7,768.6,982.1,9.4
186335,KASARSAI,823.8,49.8,734.1,928.5,8.08
186245,KUSGAON P.M.,842.8,52.0,749.3,952.0,8.65
186259,PACHANE,861.9,54.1,764.4,975.6,9.24
186213,CHANDKHED,840.1,51.7,747.1,948.6,8.57
186210,BEBED OHOL,857.5,53.6,760.9,970.1,9.1
186218,DHAMANE,824.8,49.9,734.9,929.7,8.11
186224,GODUMBRE,814.6,48.8,726.8,917.1,7.81
186264,SALUMBRE,806.3,47.9,720.2,906.8,7.57
186216,DARUMBRE,814.2,48.7,726.5,916.6,7.8
186265,SANGAVADE,792.1,46.2,708.9,889.3,7.16
186366,NERE,799.0,47.0,714.4,897.7,7.36
186330,JAMBE,783.2,45.2,701.8,878.2,6.91
,,770.6,43.8,691.7,862.5,6.55
,,770.2,43.8,691.5,862.1,6.54
,,780.5,44.9,699.6,874.8,6.83
186222,GAHUNJE,790.4,46.0,707.5,887.1,7.11
186272,SHIRGAON,800.8,47.2,715.8,899.9,7.41
,,802.9,47.5,717.5,902.6,7.47
,,767.1,43.4,689.0,858.3,6.46
186106,KANHEWADI T. CHAKAN,765.2,43.2,687.5,855.9,6.41
186226,INDURI,777.6,44.6,697.4,871.3,6.75
186292,WARELE,811.2,48.4,724.0,912.8,7.71
,,833.0,50.9,741.4,939.8,8.36
186275,SOMATANE,810.8,48.4,723.7,912.3,7.7
186260,PARANDVADI,830.0,50.5,739.0,936.1,8.27
186287,URSE,854.0,53.3,758.2,965.9,9.0
,,851.1,52.9,755.8,962.2,8.91
186267,SATE,852.8,53.1,757.2,964.3,8.96
186206,AMBI,832.8,50.8,741.3,939.6,8.35
186204,AMBALE,854.9,53.4,758.9,967.0,9.02
186256,NIGADE,877.2,55.9,776.6,994.5,9.72
186229,KALHAT,906.8,59.2,800.2,1031.2,10.67
186187,WAHAGAON,872.6,55.4,772.9,988.8,9.57
186165,SHIVE,841.9,51.9,748.5,950.9,8.63
186150,RONDHALWADI,822.8,49.7,733.3,927.2,8.05
186140,PAIT,803.8,47.6,718.2,903.7,7.5
186104,KARANJVIHIRE,791.8,46.2,708.6,888.8,7.15
186254,NAVLAKH UMBRE,807.5,48.0,721.1,908.3,7.6
186253,NANOLI T. CHAKAN,797.1,46.8,712.9,895.4,7.3
237307,JAMBAWADE,773.7,44.2,694.3,866.5,6.64
186277,SUDUMBARE,751.4,41.6,676.5,838.9,6.03
186164,SHINDE,766.2,43.3,688.2,857.1,6.43
186196,WASULI,751.5,41.6,676.6,839.0,6.03
186054,BHAMBOLI,741.9,40.6,669.0,827.1,5.78
186194,WARALE,727.5,38.9,657.5,809.2,5.4
186159,SAWARDARI,737.8,40.1,665.7,822.0,5.67
186126,MHALUNGE,719.1,38.0,650.7,798.8,5.18
186108,KHARABWADI,698.5,35.6,634.3,773.3,4.66
186060,BIRADWADI,697.3,35.5,633.4,771.8,4.64
186152,ROHKAL,689.4,34.6,627.1,762.1,4.44
186088,GONAWADI,698.1,35.6,634.0,772.8,4.65
186044,AMBETHAN,711.7,37.1,644.9,789.7,4.99
186119,KOREGAON KH.,724.0,38.5,654.6,804.8,5.31
186064,CHANDUS,712.8,37.2,645.7,791.0,5.02
186144,PIMPRI BK.,695.3,35.3,631.8,769.3,4.59
186184,WADGAON T. KHED,693.7,35.1,630.6,767.4,4.55
186081,DONDE,706.2,36.5,640.5,782.8,4.86
186115,KIWLE,730.7,39.3,660.0,813.2,5.48
186125,KURKUNDI,749.9,41.5,675.3,837.0,5.99
186120,KOREGAON BK.,730.4,39.2,659.7,812.8,5.47
186161,SHELU,744.3,40.8,670.8,830.0,5.84
186049,AASKHED BK.,759.4,42.5,682.9,848.7,6.25
186048,ASKHED KH.,761.0,42.7,684.1,850.7,6.29
186075,DHAMANE,780.2,44.9,699.4,874.5,6.82
186121,KOYE,775.0,44.3,695.3,868.1,6.68
186172,TALAWADE,786.6,45.6,704.5,882.4,7.0
186113,KOHINDE BK.,790.2,46.0,707.4,886.9,7.11
186085,GARGOTWADI,765.6,43.2,687.8,856.4,6.42
186099,KADUS,731.8,39.4,660.9,814.5,5.51
186043,AKHARWADI,709.1,36.8,642.8,786.4,4.93
186142,PAPALWADI,706.3,36.5,640.6,783.0,4.86
186066,CHAS,721.4,38.2,652.6,801.7,5.24
186154,SAYGAON,750.7,41.5,675.9,838.0,6.01
,,746.6,41.1,672.7,832.9,5.9
186107,KANHEWADI BK.,737.3,40.0,665.2,821.3,5.65
186131,MOHKAL,735.2,39.8,663.6,818.7,5.6
186103,KAMAN,723.3,38.4,654.1,804.0,5.29
185309,KURWANDI,711.4,37.1,644.7,789.3,4.99
186098,KADADHE,753.2,41.8,677.9,841.0,6.08
,,778.8,44.7,698.3,872.7,6.78
186180,WETALE,774.7,44.3,695.0,867.7,6.67
259681,KOYALI TARF WADA,809.0,48.2,722.3,910.1,7.65
186153,SABURDI,802.4,47.4,717.1,902.0,7.46
273769,DAREKWADI,806.9,47.9,720.7,907.6,7.59
186155,SAKURDI,842.6,52.0,749.0,951.7,8.65
186170,SURKUNDI,857.4,53.6,760.9,970.1,9.1
186068,CHIKHALGAON,876.1,55.8,775.7,993.2,9.68
186101,KALMODI,903.3,58.8,797.4,1026.9,10.55
186199,YENIYE KH.,888.8,57.2,785.9,1008.9,10.09
186074,DEVOSHI,870.0,55.1,770.9,985.6,9.49
186050,AVDAR,886.0,56.9,783.6,1005.4,10.0
186188,WAJVANE,855.1,53.4,759.0,967.2,9.03
186195,WASHIRE,835.1,51.1,743.1,942.4,8.42
,,803.4,47.5,717.8,903.1,7.48
186042,AHIRE,842.3,51.9,748.8,951.4,8.64
186092,HEDRUJ,853.9,53.2,758.1,965.7,8.99
186041,ADGAON,911.4,59.8,803.8,1036.9,10.82
186141,PALU,881.5,56.4,780.1,999.9,9.86
186176,TORANE BK.,858.9,53.8,762.0,971.9,9.15
186073,DESHMUKHWADI,888.1,57.1,785.3,1008.1,10.06
186047,ANAWALE,890.3,57.4,787.0,1010.7,10.13
186173,TEKWADI,912.2,59.8,804.4,1037.8,10.84
186117,KOLIYE,921.6,60.9,811.9,1049.5,11.15
186186,WAGHU,933.4,62.2,821.3,1064.1,11.54
186169,SUPE,933.4,62.3,821.4,1064.2,11.54
186051,AWANDHE,957.3,65.0,840.4,1093.7,12.34
186123,KUDE KH.,910.1,59.6,802.8,1035.3,10.77
186122,KUDE BK.,934.3,62.4,822.1,1065.3,11.57
186198,YENIYE BK.,913.4,60.0,805.5,1039.4,10.88
186086,GHOTAWADI,967.1,66.1,848.2,1105.8,12.68
186076,DHAMANGOAN KH.,967.8,66.2,848.8,1106.8,12.7
186162,SHENDURLI,954.2,64.6,837.9,1089.9,12.24
186080,DHUVOLI,962.0,65.5,844.1,1099.5,12.5
186166,SHIRGAON,974.8,66.9,854.3,1115.4,12.94
186134,NAYPHAD,931.0,62.0,819.4,1061.1,11.46
186114,KHAROSHI,909.9,59.6,802.6,1035.0,10.77
186078,DEHANE,939.6,63.0,826.3,1071.8,11.75
186082,EKLAHARE,927.5,61.6,816.7,1056.9,11.35
186089,GOREGAON,884.3,56.7,782.3,1003.4,9.94
186174,TIFANWADI,845.7,52.3,751.5,955.5,8.74
186192,WALAD,857.2,53.6,760.7,969.8,9.1
186052,AWHAT,884.6,56.7,782.5,1003.7,9.95
185339,POKHARI,899.3,58.4,794.2,1021.9,10.42
185293,GORHE KH.,878.4,56.0,777.6,996.1,9.76
185292,GORHE BK.,846.4,52.4,752.1,956.4,8.76
185285,DIMBE KH.,841.8,51.9,748.4,950.8,8.62
185307,KOLTAWADE,861.3,54.1,764.0,974.9,9.22
185284,DIMBE BK.,844.8,52.2,750.8,954.4,8.71
185264,AMBEGAON GAVTHAN,845.9,52.3,751.7,955.8,8.75
185341,RAJEWADI,879.6,56.2,778.6,997.6,9.8
185298,KALAMB,885.9,56.9,783.6,1005.4,9.99
185294,JAMBHORI,926.3,61.4,815.7,1055.3,11.3
185277,CHIKHALI,935.5,62.5,823.0,1066.8,11.61
185352,TALEGHAR,963.4,65.6,845.2,1101.2,12.55
185332,PHALODE GROUP,960.0,65.3,842.5,1097.0,12.43
185310,KUSHIRE BK.,913.6,60.0,805.6,1039.6,10.89
185266,ASANE,894.1,57.8,790.1,1015.5,10.26
185359,TIRPAD,939.4,62.9,826.2,1071.6,11.74
185946,HATVIJ,896.6,58.1,792.1,1018.6,10.34
185919,BHIVADE BK.,860.2,54.0,763.1,973.5,9.19
185920,BHIVADE KH.,864.8,54.5,766.8,979.2,9.33
185907,AMBE,866.5,54.7,768.1,981.3,9.38
185951,INGALUN,839.4,51.6,746.5,947.8,8.55
185909,AMBOLI,832.7,50.8,741.2,939.5,8.35
186026,UTCHIL,816.9,49.0,728.6,919.9,7.88
185999,PUR,805.4,47.8,719.5,905.7,7.54
186016,SONAVALE,816.5,49.0,728.3,919.4,7.87
185938,GHANGALDARE,809.4,48.2,722.6,910.6,7.66
186017,SUKALVEDHE,842.1,51.9,748.7,951.1,8.63
185317,MALIN,872.2,55.3,772.6,988.3,9.56
185327,PANCHALE BK.,872.1,55.3,772.5,988.2,9.56
185272,BHORGHAR,828.1,50.3,737.5,933.7,8.21
185929,DATKHILWADI,767.7,43.5,689.5,859.0,6.48
186021,TAMBE,782.1,45.1,700.9,876.8,6.88
185949,HIVARE T. MINHER,797.8,46.9,713.4,896.3,7.32
186009,SHINDE,789.2,45.9,706.6,885.6,7.08
186002,RALEGAN,776.2,44.4,696.2,869.5,6.71
186037,VANEWADI,782.3,45.1,701.1,877.0,6.88
185932,DHALEWADI T. MINHER,796.5,46.7,712.3,894.6,7.28
185926,CHAVAND,780.7,44.9,699.8,875.1,6.84
186000,RAJOR,738.8,40.2,666.5,823.3,5.7
186024,TEJUR,752.5,41.7,677.3,840.1,6.06
186019,SURALE,753.8,41.9,678.4,841.8,6.09
185911,APTALE,767.9,43.5,689.6,859.2,6.48
185924,BOTARDE,757.2,42.3,681.1,846.0,6.19
185984,NIRGUDE,725.2,38.7,655.6,806.4,5.34
185962,KHANGAON,741.7,40.5,668.8,826.9,5.77
185959,KHAMGAON,715.1,37.5,647.6,793.9,5.08
185975,MANIK DOH,726.2,38.8,656.4,807.6,5.36
185996,PIMPALGON,692.6,35.0,629.7,766.0,4.52
185987,PADALI,698.6,35.6,634.5,773.5,4.67
186015,SOMATWADI,706.4,36.5,640.7,783.2,4.86
185970,KUSUR,708.9,36.8,642.6,786.2,4.92
,,712.6,37.2,645.6,790.8,5.02
185918,BELSAR,740.2,40.4,667.5,824.9,5.73
186040,YENERE,738.3,40.1,666.0,822.5,5.68
185954,KALE,754.0,41.9,678.6,842.1,6.1
185925,BUCHAKEWADI,748.8,41.3,674.4,835.6,5.96
185991,PARUNDE,728.3,39.0,658.1,810.2,5.42
185957,KATEDE,721.0,38.2,652.3,801.2,5.23
185928,CHINCHOLI,712.3,37.2,645.3,790.4,5.01
185265,AMBODI,738.6,40.2,666.3,822.9,5.69
185306,KOLDARA GONWADI,730.0,39.2,659.5,812.4,5.46
185287,GANGAPUR KH.,770.6,43.8,691.8,862.6,6.56
185300,KANSE,797.7,46.9,713.3,896.1,7.32
185335,PHULAWADE,809.8,48.2,723.0,911.1,7.67
185316,MAHALUNGE T. GHODA,821.6,49.6,732.4,925.7,8.02
185350,SUPEDHAR,820.1,49.4,731.1,923.8,7.97
185348,SHINOLI,795.6,46.6,711.6,893.5,7.26
185288,GANGAPUR BK.,770.1,43.7,691.4,862.0,6.54
185263,AMBEDARA,787.4,45.7,705.1,883.4,7.03
185333,PHALADEWADI / UGALEWADI,812.0,48.5,724.7,913.9,7.74
186182,WADA,823.9,49.8,734.2,928.5,8.08
185353,TALEKARWADI,774.7,44.3,695.0,867.6,6.67
185282,DHAKALE,773.0,44.1,693.7,865.6,6.62
185345,SAL BABHULWADI,765.3,43.2,687.5,856.0,6.41
185336,PIMPALGAON T. GHODA,768.3,43.5,689.9,859.7,6.49
185283,DHONDMALA SHINDEWADI,741.0,40.5,668.2,826.0,5.75
185299,KALEWADI DAREKARWADI,747.5,41.2,673.4,834.0,5.93
185279,CHINCHOLI,715.6,37.6,647.9,794.4,5.09
185290,GHODEGAON,718.2,37.9,650.0,797.7,5.16
185308,KOLAWADI KOTAMDARA,732.3,39.5,661.2,815.1,5.52
185312,PINGALEWADI LANDEWADI,703.8,36.2,638.6,779.9,4.8
185278,CHINCHODI,687.1,34.3,625.3,759.2,4.39
298895,Walunjwadi,671.3,32.5,612.7,739.6,4.01
185360,WADGAON KASHIMBEG,667.0,32.1,609.3,734.3,3.91
185276,CHAS,688.0,34.4,626.0,760.3,4.41
185323,NARODI,693.9,35.1,630.7,767.7,4.55
185291,GIRWALI,710.5,37.0,643.9,788.1,4.96
185963,KHILARWADI,689.3,34.6,627.1,762.0,4.44
186008,SAVARGAON,675.8,33.1,616.3,745.2,4.12
185315,MAHALUNGE PADWAL,675.2,33.0,615.8,744.5,4.11
185351,TAKEWADI,653.4,30.5,598.4,717.5,3.6
185943,GUNJALWADI,652.7,30.4,597.9,716.6,3.59
186038,VARULWADI,638.7,28.8,586.7,699.2,3.28
185298,KALAMB,641.6,29.2,589.0,702.8,3.35
185322,NANDUR,656.3,30.9,600.8,721.1,3.67
185364,VITTHALWADI,657.1,30.9,601.4,722.0,3.69
185344,SAKORE,666.8,32.0,609.1,734.1,3.91
185318,MANCHAR,648.2,29.9,594.3,711.0,3.49
185286,EKLAHARE,648.3,29.9,594.4,711.2,3.49
185275,CHANDOLI KH.,634.1,28.3,583.1,693.6,3.18
185303,KHADAKI,620.1,26.7,572.0,676.3,2.89
185274,CHANDOLI BK.,629.1,27.8,579.1,687.4,3.08
185295,JADHAVWADI,612.1,25.8,565.6,666.4,2.73
185357,THORANDALE,614.1,26.1,567.2,668.8,2.77
185270,BHARADI,611.6,25.8,565.2,665.7,2.72
185321,NAGAPUR,603.1,24.8,558.5,655.3,2.56
185347,SHINGAVE,590.7,23.4,548.5,639.8,2.32
185362,WALATI,593.1,23.7,550.5,642.9,2.37
185342,RANJANI,602.7,24.8,558.1,654.7,2.55
185964,KHODAD,605.4,25.1,560.3,658.1,2.6
186018,SULTANPUR,590.5,23.4,548.4,639.6,2.32
186013,SHIROLI T. ALE,593.4,23.7,550.7,643.2,2.37
185922,BORI KH.,595.1,23.9,552.1,645.4,2.41
186033,VADGAONKANDALI,601.1,24.6,556.9,652.8,2.52
185976,MANJARWADI,614.9,26.2,567.8,669.8,2.79
185313,LOUKI,628.5,27.7,578.6,686.6,3.07
185950,HIVRE T. NARAYANGAON,620.1,26.7,572.0,676.3,2.89
185978,NARAYANGAON,629.7,27.8,579.6,688.2,3.09
186039,YEDGAON,621.3,26.9,572.9,677.8,2.92
185921,BHORWADI,617.4,26.4,569.8,672.9,2.84
185956,KANDALI,606.5,25.2,561.1,659.4,2.62
185995,PIMPALWANDI,599.3,24.4,555.4,650.5,2.48
186036,VADGAON ANAND,590.4,23.4,548.3,639.5,2.32
185998,PIMPARIPENDHAR,601.0,24.6,556.7,652.6,2.52
185960,KHAMUNDI,609.3,25.5,563.4,662.9,2.68
185937,DUMBARWADI,617.2,26.4,569.6,672.6,2.83
185955,KALWADI,611.0,25.7,564.7,665.0,2.71
186028,UMBRAJ NO.1,623.2,27.1,574.4,680.1,2.96
185947,HIVRE BK.,630.4,27.9,580.2,689.0,3.11
185935,DHOLWAD,625.5,27.4,576.3,683.0,3.01
186025,TIKEKARWADI,631.9,28.1,581.4,690.9,3.14
185948,HIVARE KH.,637.2,28.7,585.6,697.4,3.25
185979,NETVAD,643.3,29.4,590.4,705.0,3.38
186023,TEJEWADI,646.9,29.8,593.3,709.4,3.46
186011,SHIROLI KH.,655.1,30.7,599.8,719.6,3.64
186012,SHIROLI BK.,658.6,31.1,602.6,723.9,3.72
237305,VIGNHAHARNAGAR,640.5,29.1,588.2,701.6,3.32
185986,OZHARJUNE,635.8,28.5,584.5,695.7,3.22
185934,DHANGARWADI,637.5,28.7,585.8,697.8,3.26
185912,ARVI,647.9,29.9,594.1,710.7,3.48
185993,PIMPALGAON T.NARAYANGAON,660.2,31.3,603.9,725.9,3.76
185969,KURAN,657.0,30.9,601.4,722.0,3.69
185931,DHALEWADI HAVELI,646.0,29.7,592.6,708.3,3.44
185961,KHANAPUR,674.3,32.9,615.1,743.4,4.08
186034,VADGAONSAHANI,668.9,32.3,610.8,736.7,3.96
185916,BASTI,678.0,33.3,618.0,747.9,4.17
185980,NIMGAON T. MHA,686.6,34.3,624.9,758.6,4.38
185981,NIMDARI,694.9,35.2,631.5,768.9,4.58
186032,VADAJ,701.2,35.9,636.6,776.7,4.73
185933,DHAMNKHEL,689.7,34.6,627.4,762.5,4.45
,,683.8,34.0,622.7,755.1,4.31
185901,AGAR,684.8,34.1,623.5,756.4,4.33
185901,AGAR,675.5,33.0,616.0,744.8,4.11
185968,KUMSHET,664.4,31.8,607.2,731.0,3.85
,,674.1,32.9,614.9,743.1,4.08
185941,GOLEGAON,672.1,32.6,613.3,740.6,4.03
185904,ALDARE,681.1,33.7,620.5,751.8,4.24
185906,ALME,674.4,32.9,615.2,743.5,4.09
185914,BALLALWADI,657.6,31.0,601.8,722.7,3.7
,,673.7,32.8,614.6,742.6,4.07
185967,KOPARE,667.4,32.1,609.6,734.8,3.92
,,666.3,32.0,608.7,733.4,3.9
185994,PIMPALGAON JOGA,649.0,30.0,595.0,712.0,3.51
185973,MANDAVE,647.1,29.8,593.5,709.7,3.47
185927,CHILHEWADI,629.9,27.9,579.8,688.4,3.1
185902,AHINAVEWADI,628.0,27.6,578.3,686.1,3.06
186027,UDAPUR,639.6,29.0,587.5,700.4,3.3
185972,MANDARNE,635.1,28.4,583.9,694.8,3.21
185936,DINGORE,650.7,30.2,596.3,714.1,3.55
185985,OTUR,622.4,27.0,573.8,679.1,2.94
186004,ROHKADI,619.7,26.7,571.6,675.7,2.89
185908,AMBEGHAVAN,619.8,26.7,571.7,675.9,2.89
186006,SAGNORE,691.6,34.8,628.9,764.8,4.5
185965,KHUBI,713.2,37.3,646.1,791.5,5.03
185990,PARGOAN T. MADH,717.9,37.8,649.8,797.4,5.15
185971,MADH,697.8,35.5,633.8,772.4,4.65
185988,PANGRI T. MADH,692.5,34.9,629.6,765.9,4.52
185940,GODRE,694.9,35.2,631.5,768.8,4.58
185945,HADSAR,728.3,39.0,658.1,810.2,5.42
186014,SITEWADI,716.5,37.7,648.7,795.6,5.11
186031,UNDEKHADAK,749.6,41.4,675.1,836.6,5.98
185961,KHANAPUR,758.6,42.4,682.2,847.8,6.23
237304,KHIRE,767.8,43.5,689.5,859.1,6.48
185958,KEWADI,766.7,43.4,688.7,857.8,6.45
185983,NIMGIRI,749.3,41.4,674.8,836.2,5.97
186020,TALERAN,739.7,40.3,667.1,824.3,5.72
185930,DEVALE,772.9,44.1,693.6,865.5,6.62
185903,ANJNAVALE,793.2,46.4,709.7,890.5,7.19
185953,JALVANDI,788.1,45.8,705.7,884.2,7.05
185939,GHATGHAR,820.7,49.5,731.6,924.6,7.99
185992,PEMDARAWADI,557.0,19.6,521.7,598.2,1.75
185910,ANE,562.0,20.2,525.7,604.4,1.83
186010,SHINDEWADI,554.9,19.4,520.0,595.5,1.71
185977,NALAVANE,568.6,20.9,530.9,612.5,1.93
185905,ALE,586.0,22.9,544.8,634.1,2.24
,,579.1,22.1,539.4,625.6,2.12
185966,KOLWADI,578.9,22.1,539.2,625.3,2.11
185923,BORI BK.,587.3,23.0,545.9,635.7,2.26
186001,RAJURI,578.9,22.1,539.1,625.2,2.11
185944,GUNJALWADI BELHE,575.6,21.7,536.5,621.1,2.05
186030,UNCHKHADAKWADI,573.0,21.4,534.5,618.0,2.01
185915,BANGARWADI,568.8,20.9,531.1,612.7,1.94
185942,GULUNCHWADI,565.8,20.6,528.7,609.0,1.89
299369,Zapwadi,569.4,21.0,531.6,613.5,1.95
186003,RANMALA,568.7,20.9,531.0,612.6,1.94
186005,SAKORI T. BELHA,576.0,21.7,536.8,621.6,2.06
185917,BELHE,572.6,21.4,534.1,617.4,2.0
186022,TAMBEWADI,578.5,22.0,538.9,624.8,2.1
185952,JADHAVWADI,581.9,22.4,541.5,628.9,2.16
185982,NIMGAON SAVA,583.6,22.6,542.9,631.1,2.19
185989,PARGOAN T. ALE,577.2,21.9,537.8,623.2,2.08
